"numer","wiek","plec","wyksztalcenie","miejsce","kwota","wojewodztwo","wysylka_oferty","zakup"
2933,22,0,"srednie","m100_500",129.784115254693,"dolsl",0,0
2934,21,0,"srednie","m10_100",72.509730677208,"zachpom",1,1
2935,35,1,"policealne","wies",55.2517977091304,"zachpom",0,0
2936,24,0,"srednie","m0_10",188.251301819082,"dolsl",1,1
2937,19,1,"srednie","m100_500",58.7334440062454,"sl¹s",0,0
2938,28,1,"srednie","wies",89.0889288220763,"dolsl",0,0
2939,20,1,"podstawowe","m0_10",0,"sl¹s",0,0
2940,22,0,"srednie","m100_500",60.0917439213803,"dolsl",0,0
2941,28,0,"wyzsze","m0_10",112.599376999373,"dolsl",0,0
2942,25,1,"srednie","m10_100",156.642252346867,"kujpom",1,1
2943,38,1,"podstawowe","m10_100",150.080942148950,"dolsl",0,0
2944,48,1,"policealne","wies",37.4673031085917,"dolsl",0,0
2945,45,0,"wyzsze","m10_100",140.347641086863,"sl¹s",0,0
2946,44,0,"podstawowe","wies",62.7919695680333,"zachpom",0,0
2947,21,0,"podstawowe","wies",99.4867831478326,"dolsl",0,0
2948,21,0,"srednie","m_500",0,"sl¹s",0,0
2949,27,0,"srednie","wies",112.279969109437,"dolsl",0,0
2950,26,0,"srednie","m0_10",87.6502938685159,"dolsl",0,0
2951,34,0,"podstawowe","m0_10",18.9373294821564,"mazow",0,0
2952,21,0,"srednie","m100_500",55.6316347914883,"podkar",0,0
2953,27,0,"srednie","m100_500",69.6595341687802,"dolsl",0,0
2954,24,0,"podstawowe","wies",178.545987573741,"zachpom",0,0
2955,40,0,"wyzsze","m100_500",90.350012619041,"dolsl",0,1
2956,50,1,"srednie","m10_100",32.6494993186683,"dolsl",0,0
2957,28,0,"wyzsze","m_500",176.583980260986,"dolsl",0,0
2958,30,1,"podstawowe","m0_10",7.80256356129291,"wielkop",1,0
2959,23,0,"policealne","m0_10",13.1339838222989,"dolsl",0,0
2960,36,1,"wyzsze","wies",100.181869636538,"dolsl",0,0
2961,27,0,"wyzsze","m100_500",86.3085589799967,"dolsl",0,1
2962,25,1,"wyzsze","m_500",130.064677615717,"³ódz",0,1
2963,37,0,"srednie","m0_10",79.3979952555532,"dolsl",0,0
2964,21,1,"srednie","m100_500",96.923492005705,"mazow",0,0
2965,18,0,"srednie","m100_500",47.4095077838184,"wielkop",0,0
2966,24,1,"srednie","m100_500",77.6312907845841,"dolsl",0,0
2967,26,0,"podstawowe","wies",101.487035400029,"dolsl",0,0
2968,23,1,"podstawowe","wies",16.5746659550788,"dolsl",0,0
2969,50,0,"wyzsze","m10_100",54.627747570097,"wielkop",0,0
2970,23,0,"srednie","m100_500",0,"wielkop",0,0
2971,18,0,"policealne","wies",160.451741508318,"dolsl",0,0
2972,25,1,"podstawowe","wies",89.4554124894888,"dolsl",1,0
2973,32,0,"wyzsze","m10_100",0,"dolsl",1,1
2974,24,0,"policealne","wies",64.2530969352752,"zachpom",0,0
2975,27,1,"srednie","m_500",40.4144356381703,"dolsl",0,0
2976,32,0,"srednie","m0_10",56.2158356984738,"pomo",0,0
2977,27,1,"wyzsze","m_500",182.046094654674,"zachpom",0,0
2978,26,0,"policealne","m0_10",21.4776940145619,"dolsl",0,0
2979,33,0,"policealne","m0_10",91.98741293858,"dolsl",1,0
2980,41,0,"wyzsze","m_500",90.3729174367365,"dolsl",1,0
2981,19,1,"srednie","m0_10",100.007071793310,"mazow",0,0
2982,37,0,"brak","m0_10",34.1880964552752,"dolsl",1,0
2983,29,0,"wyzsze","m_500",70.1476106130403,"dolsl",0,1
2984,33,0,"srednie","m10_100",90.1667234487886,"wielkop",0,0
2985,21,1,"podstawowe","m0_10",10.5170050629472,"dolsl",1,0
2986,32,0,"srednie","m0_10",36.3823004486849,"ma³op",0,0
2987,29,0,"srednie","m0_10",23.3101643480389,"dolsl",0,0
2988,20,0,"srednie","m_500",158.824140872328,"mazow",0,0
2989,27,0,"wyzsze","m_500",90.4695141556016,"dolsl",0,0
2990,34,0,"wyzsze","m0_10",112.122523852717,"zachpom",0,1
2991,26,0,"srednie","m100_500",36.3659428903771,"dolsl",1,1
2992,23,0,"srednie","wies",49.0917324113582,"zachpom",0,0
2993,21,1,"srednie","m100_500",131.937404301468,"zachpom",0,0
2994,35,1,"srednie","m10_100",216.577440571506,"sl¹s",0,0
2995,21,0,"srednie","m0_10",35.6846575757454,"zachpom",0,0
2996,30,1,"srednie","m0_10",75.039993732863,"dolsl",0,0
2997,32,1,"wyzsze","m_500",114.899571751689,"kujpom",1,1
2998,38,0,"srednie","m100_500",204.993202141143,"lubel",0,0
2999,35,0,"wyzsze","m0_10",88.308881266804,"zachpom",1,1
3000,37,1,"wyzsze","m100_500",108.886632002639,"zachpom",0,0
3001,35,0,"wyzsze","m_500",77.8169753756227,"³ódz",0,1
3002,22,0,"srednie","m10_100",185.200517469999,"dolsl",0,0
3003,22,0,"srednie","m100_500",65.1631711592886,"dolsl",0,0
3004,23,1,"srednie","m0_10",76.9598022975022,"dolsl",0,0
3005,34,0,"wyzsze","m0_10",94.6914737332722,"lubel",0,1
3006,20,0,"podstawowe","m10_100",26.4727396827678,"dolsl",0,0
3007,19,1,"srednie","m_500",125.019530375941,"dolsl",0,0
3008,40,1,"podstawowe","wies",122.904249201344,"dolsl",0,0
3009,29,0,"policealne","m0_10",117.977097019812,"dolsl",0,1
3010,22,0,"srednie","m0_10",20.4995578285824,"³ódz",0,0
3011,27,1,"srednie","m0_10",0,"podlas",0,0
3012,20,0,"srednie","m0_10",160.718585018305,"zachpom",0,0
3013,19,0,"srednie","m_500",157.221174063941,"dolsl",0,0
3014,28,1,"podstawowe","m10_100",74.032674769557,"dolsl",0,0
3015,31,0,"wyzsze","m0_10",62.2632849276014,"ma³op",1,0
3016,23,1,"srednie","m_500",0,"sl¹s",0,0
3017,30,0,"srednie","m_500",118.551386933716,"dolsl",1,0
3018,38,0,"srednie","m_500",124.858886872379,"mazow",1,1
3019,29,0,"srednie","m100_500",51.9088387061708,"mazow",0,0
3020,27,0,"wyzsze","wies",75.7206840804588,"dolsl",0,0
3021,31,0,"podstawowe","wies",43.4556303033748,"zachpom",0,0
3022,24,0,"wyzsze","m10_100",68.0708127464137,"zachpom",1,1
3023,21,0,"srednie","wies",128.587971830814,"dolsl",1,1
3024,35,1,"wyzsze","m0_10",140.735678892342,"ma³op",0,0
3025,28,1,"policealne","m0_10",118.052358252642,"zachpom",0,0
3026,55,1,"wyzsze","m10_100",58.8867920447592,"dolsl",1,1
3027,34,1,"podstawowe","m0_10",80.8133716921357,"dolsl",1,0
3028,24,0,"srednie","m10_100",45.1560520803996,"zachpom",0,0
3029,27,1,"srednie","m0_10",55.5756996546603,"dolsl",1,0
3030,27,1,"wyzsze","m_500",73.4762835912713,"zachpom",0,1
3031,33,1,"wyzsze","m10_100",112.604852586460,"dolsl",0,0
3032,24,0,"srednie","m100_500",87.1648147822795,"wielkop",0,0
3033,30,0,"policealne","m0_10",142.719697126248,"mazow",0,0
3034,34,0,"wyzsze","m100_500",117.390312298171,"dolsl",0,0
3035,35,1,"srednie","m10_100",0,"zachpom",1,0
3036,23,1,"srednie","m0_10",36.7093614715453,"mazow",0,0
3037,25,1,"wyzsze","m100_500",179.889125308635,"mazow",0,0
3038,22,1,"srednie","m_500",135.054161424299,"dolsl",1,0
3039,26,1,"srednie","m0_10",150.41427255967,"pomo",1,1
3040,30,1,"wyzsze","m10_100",86.5164652534088,"opol",1,0
3041,19,0,"policealne","m0_10",22.3767044416498,"podlas",0,0
3042,19,1,"srednie","m100_500",25.6087372370087,"³ódz",0,0
3043,23,0,"srednie","m100_500",79.0308009214367,"podkar",0,0
3044,29,0,"srednie","m0_10",74.5412170402864,"dolsl",0,0
3045,27,1,"wyzsze","m0_10",71.1294665070287,"³ódz",0,1
3046,21,0,"srednie","m100_500",69.8906987846113,"dolsl",1,1
3047,22,0,"srednie","m10_100",288.595254660709,"dolsl",0,0
3048,33,0,"srednie","m0_10",77.6421017820533,"podkar",0,0
3049,19,0,"srednie","m_500",383.906250441964,"kujpom",0,0
3050,35,1,"srednie","wies",50.3016317665121,"dolsl",0,0
3051,22,0,"srednie","m10_100",77.5546282760533,"dolsl",1,1
3052,21,1,"srednie","m100_500",82.0284610814265,"dolsl",0,0
3053,45,1,"srednie","m_500",44.0746516013187,"pomo",0,0
3054,25,0,"policealne","m100_500",93.9635360814139,"lubus",0,0
3055,18,0,"srednie","m100_500",57.6870599115867,"mazow",0,0
3056,32,1,"podstawowe","wies",76.1937369545612,"zachpom",0,0
3057,19,1,"srednie","m10_100",0,"opol",0,1
3058,22,1,"srednie","m100_500",412.132617373496,"dolsl",0,0
3059,27,0,"wyzsze","m_500",72.0782356868065,"dolsl",0,0
3060,32,0,"srednie","m0_10",169.361500140994,"sl¹s",0,0
3061,52,0,"srednie","m10_100",0,"dolsl",1,1
3062,22,0,"srednie","m10_100",28.7201941230209,"sl¹s",0,0
3063,21,0,"srednie","m100_500",176.195053634177,"dolsl",0,0
3064,18,1,"srednie","m100_500",49.6570396409002,"lubel",1,1
3065,32,0,"wyzsze","m100_500",98.6173880763644,"dolsl",0,1
3066,27,1,"srednie","m10_100",39.7217313168408,"dolsl",1,1
3067,34,1,"wyzsze","m_500",213.143724150038,"zachpom",0,1
3068,30,0,"policealne","wies",0,"dolsl",0,0
3069,19,1,"srednie","wies",146.393063196394,"lubel",0,0
3070,25,0,"srednie","m10_100",269.358808054298,"zachpom",1,1
3071,31,0,"srednie","m10_100",70.6181733826175,"wielkop",0,0
3072,34,1,"wyzsze","m100_500",135.268474248333,"dolsl",0,0
3073,20,0,"policealne","m10_100",294.151374122794,"dolsl",0,0
3074,38,0,"srednie","m10_100",71.711599103993,"mazow",0,0
3075,43,0,"wyzsze","m100_500",73.9510027417547,"dolsl",0,0
3076,21,0,"srednie","m0_10",123.553244342040,"zachpom",1,1
3077,38,0,"srednie","wies",0,"dolsl",0,0
3078,26,0,"srednie","m0_10",51.5898217316245,"dolsl",0,0
3079,25,0,"srednie","m10_100",22.5479703041944,"dolsl",0,0
3080,28,0,"srednie","wies",31.0376597242918,"dolsl",1,1
3081,39,1,"srednie","m0_10",0,"dolsl",0,1
3082,24,0,"srednie","m0_10",0,"mazow",0,0
3083,26,0,"srednie","m100_500",42.3180532521803,"zachpom",1,1
3084,29,0,"srednie","m100_500",84.0194508423802,"dolsl",0,0
3085,29,1,"wyzsze","m_500",211.733735739582,"zachpom",0,0
3086,23,0,"wyzsze","wies",162.868148542371,"dolsl",0,1
3087,20,0,"srednie","m10_100",73.3040052047734,"dolsl",0,0
3088,31,1,"srednie","m10_100",65.8155559053236,"zachpom",0,0
3089,28,1,"srednie","m0_10",75.5497060936088,"dolsl",0,0
3090,37,0,"srednie","m0_10",97.3682916704467,"zachpom",0,0
3091,23,1,"srednie","m100_500",78.4255198615064,"ma³op",0,0
3092,38,0,"srednie","m100_500",119.253477572754,"dolsl",0,0
3093,26,1,"wyzsze","m_500",45.8375634462921,"dolsl",0,1
3094,24,0,"srednie","m10_100",49.4866274418563,"dolsl",1,1
3095,29,0,"policealne","m10_100",35.3879840653693,"zachpom",0,0
3096,23,0,"wyzsze","m0_10",138.029734529813,"zachpom",0,0
3097,20,0,"srednie","m0_10",0,"sl¹s",0,0
3098,19,1,"srednie","m10_100",37.2970452975578,"dolsl",0,0
3099,26,0,"srednie","m100_500",99.7923819229592,"dolsl",0,0
3100,20,0,"srednie","m_500",163.961862402802,"dolsl",0,0
3101,25,1,"srednie","m100_500",74.5891885837602,"dolsl",1,1
3102,35,0,"brak","m0_10",0,"dolsl",0,0
3103,33,1,"srednie","m0_10",0,"dolsl",0,0
3104,24,1,"wyzsze","m_500",89.3586672190575,"zachpom",0,1
3105,24,0,"wyzsze","m_500",41.4972241134221,"dolsl",1,1
3106,26,0,"podstawowe","wies",61.8120571790241,"ma³op",0,0
3107,42,0,"srednie","m0_10",45.8518356438488,"dolsl",0,0
3108,22,1,"srednie","m_500",136.747815861478,"dolsl",0,0
3109,31,0,"wyzsze","m_500",131.872496866476,"sl¹s",0,0
3110,22,0,"srednie","m_500",96.6686937606883,"dolsl",0,0
3111,19,1,"srednie","m0_10",92.9256261361644,"mazow",0,0
3112,26,1,"srednie","m_500",0,"zachpom",0,0
3113,32,0,"wyzsze","m100_500",0,"wielkop",1,0
3114,30,0,"policealne","m10_100",52.61026601283,"dolsl",0,0
3115,24,1,"wyzsze","m_500",113.564489911232,"dolsl",0,1
3116,29,0,"srednie","m10_100",100.637004967091,"zachpom",0,0
3117,21,0,"srednie","m_500",79.8457986293544,"podlas",1,1
3118,22,0,"srednie","m100_500",152.003495643373,"dolsl",0,0
3119,19,1,"srednie","m0_10",127.101499155801,"dolsl",0,0
3120,42,0,"podstawowe","wies",93.6577718849841,"sl¹s",1,0
3121,19,0,"srednie","m_500",115.265855587264,"zachpom",0,0
3122,28,0,"srednie","m10_100",100.181540263542,"dolsl",0,0
3123,28,0,"srednie","m10_100",182.193480028364,"dolsl",0,0
3124,31,0,"srednie","wies",60.5498572595571,"zachpom",1,0
3125,25,0,"srednie","m100_500",85.0701718055703,"³ódz",0,0
3126,30,1,"wyzsze","m100_500",62.2473859791735,"pomo",1,1
3127,18,1,"srednie","m100_500",166.969745326063,"³ódz",1,1
3128,26,0,"podstawowe","m10_100",31.2793667132449,"dolsl",1,0
3129,28,1,"srednie","m0_10",139.395273795778,"dolsl",0,0
3130,19,1,"srednie","m10_100",79.9667907915527,"dolsl",0,0
3131,27,1,"srednie","m0_10",91.4705528331193,"dolsl",0,0
3132,25,0,"wyzsze","m0_10",128.201819600757,"dolsl",1,1
3133,38,1,"podstawowe","wies",69.1334841374166,"dolsl",0,0
3134,32,1,"srednie","m0_10",92.8759997348006,"³ódz",0,0
3135,20,0,"srednie","m_500",35.7667933140798,"dolsl",0,0
3136,18,1,"srednie","m10_100",218.565488627222,"dolsl",0,0
3137,22,0,"srednie","m_500",85.5898072174694,"dolsl",0,0
3138,41,1,"srednie","m_500",97.2439248886994,"dolsl",0,0
3139,22,0,"srednie","m0_10",110.066822784841,"zachpom",0,0
3140,45,0,"brak","wies",73.0801541639173,"dolsl",0,0
3141,39,0,"wyzsze","m100_500",113.720021626905,"dolsl",0,1
3142,18,0,"srednie","m_500",105.112576051320,"lubel",0,0
3143,34,1,"wyzsze","m_500",62.2640805372155,"podlas",0,0
3144,24,1,"wyzsze","m_500",69.1545771809003,"dolsl",0,0
3145,37,0,"wyzsze","m0_10",99.273732003769,"zachpom",0,1
3146,25,1,"srednie","m100_500",133.793700740748,"zachpom",0,0
3147,31,0,"wyzsze","m100_500",0,"dolsl",1,1
3148,22,1,"srednie","m10_100",106.735645620194,"ma³op",0,0
3149,55,1,"podstawowe","m0_10",44.1410149560782,"dolsl",0,0
3150,28,1,"podstawowe","wies",0,"dolsl",0,0
3151,42,1,"srednie","m10_100",101.169345906745,"dolsl",0,0
3152,21,0,"srednie","m10_100",102.456546923126,"mazow",1,1
3153,21,0,"srednie","m10_100",165.428794550235,"dolsl",0,0
3154,32,1,"srednie","m10_100",153.208832106960,"dolsl",0,0
3155,26,0,"wyzsze","m100_500",58.636783014979,"dolsl",0,1
3156,18,1,"srednie","m100_500",85.0124856028691,"dolsl",0,0
3157,43,1,"srednie","m10_100",58.8817794440465,"pomo",0,0
3158,19,0,"srednie","m0_10",170.446703476219,"zachpom",1,0
3159,20,0,"srednie","wies",33.305382137685,"dolsl",0,0
3160,24,0,"wyzsze","m100_500",0,"dolsl",1,1
3161,18,1,"srednie","m_500",83.330630769957,"dolsl",0,0
3162,19,0,"srednie","m10_100",106.369644742185,"dolsl",0,0
3163,36,0,"srednie","m100_500",198.499652866247,"sl¹s",0,0
3164,21,1,"srednie","m_500",0,"zachpom",0,0
3165,33,1,"wyzsze","m100_500",62.6428865382052,"zachpom",0,0
3166,39,0,"podstawowe","m10_100",3.01260892380536,"zachpom",0,0
3167,38,0,"wyzsze","wies",135.689147279439,"dolsl",0,1
3168,19,1,"srednie","m100_500",25.5616522413345,"dolsl",0,0
3169,27,0,"wyzsze","m10_100",189.060591555887,"dolsl",0,1
3170,42,1,"podstawowe","wies",0,"zachpom",0,0
3171,26,1,"srednie","m100_500",45.5862735602154,"dolsl",0,0
3172,41,0,"srednie","m10_100",0,"dolsl",0,0
3173,18,0,"srednie","m100_500",69.2701885347591,"dolsl",0,0
3174,22,0,"srednie","m_500",52.2308687761112,"dolsl",0,0
3175,19,0,"srednie","m_500",0,"dolsl",0,0
3176,26,0,"srednie","m100_500",79.1359293434703,"dolsl",0,0
3177,42,0,"wyzsze","m100_500",151.155394627116,"dolsl",0,0
3178,32,0,"wyzsze","m100_500",0,"ma³op",0,0
3179,19,0,"podstawowe","m0_10",40.4199103470494,"zachpom",0,0
3180,36,1,"podstawowe","wies",90.3988095495385,"dolsl",0,0
3181,35,0,"podstawowe","wies",202.189639014706,"dolsl",0,0
3182,28,0,"srednie","m100_500",226.702722711109,"dolsl",0,0
3183,19,1,"srednie","m_500",108.299327554109,"dolsl",0,0
3184,28,1,"policealne","m10_100",24.3299066884357,"dolsl",1,0
3185,26,0,"srednie","m_500",79.0016832120083,"dolsl",0,0
3186,27,0,"srednie","m_500",96.774988445412,"wielkop",0,0
3187,20,0,"srednie","m100_500",62.0228407552991,"zachpom",0,0
3188,27,0,"podstawowe","m0_10",16.4668579179267,"dolsl",0,0
3189,26,0,"srednie","m10_100",106.494392864328,"mazow",0,0
3190,28,0,"wyzsze","m10_100",106.311916430824,"wielkop",1,0
3191,32,0,"wyzsze","m100_500",151.595865290425,"³ódz",0,0
3192,18,0,"srednie","m0_10",90.3107013701377,"dolsl",0,0
3193,27,0,"wyzsze","m100_500",130.751915504714,"zachpom",0,1
3194,18,0,"policealne","m100_500",0,"mazow",1,0
3195,24,0,"policealne","m0_10",63.8481337773504,"lubel",0,0
3196,37,0,"srednie","m10_100",56.9794372366887,"zachpom",0,0
3197,22,0,"srednie","m_500",127.676994829179,"dolsl",0,0
3198,37,0,"srednie","m10_100",41.8839909692328,"³ódz",1,0
3199,25,1,"policealne","m0_10",61.3658967019197,"kujpom",0,0
3200,19,1,"srednie","m10_100",115.784121201706,"zachpom",0,0
3201,25,0,"podstawowe","wies",31.2440851928699,"dolsl",0,0
3202,30,1,"policealne","m0_10",0,"dolsl",0,0
3203,34,0,"policealne","wies",0,"dolsl",0,0
3204,20,0,"srednie","m_500",40.0353407954090,"dolsl",0,0
3205,31,0,"srednie","m0_10",46.1434093366767,"swiêt",0,0
3206,28,0,"wyzsze","m100_500",210.526168042052,"warmaz",0,0
3207,26,1,"wyzsze","m10_100",54.9834322587403,"sl¹s",0,0
3208,28,0,"srednie","m10_100",53.1451536618781,"ma³op",0,0
3209,25,1,"podstawowe","wies",51.0254134001546,"dolsl",1,0
3210,26,0,"srednie","m100_500",52.35617450135,"podkar",0,0
3211,26,0,"srednie","m_500",90.6770115975511,"dolsl",0,0
3212,27,1,"wyzsze","m10_100",47.9628820160233,"podkar",0,1
3213,29,0,"podstawowe","m0_10",80.2136349849055,"zachpom",0,0
3214,34,1,"podstawowe","m0_10",120.716717823444,"ma³op",0,0
3215,19,1,"srednie","m_500",26.434144084263,"sl¹s",0,0
3216,31,1,"wyzsze","m100_500",254.054298028342,"lubel",0,1
3217,22,0,"policealne","m0_10",46.5211019661366,"dolsl",0,0
3218,24,0,"srednie","m_500",68.6764142467985,"dolsl",1,1
3219,19,0,"srednie","m_500",29.3405766825664,"dolsl",0,0
3220,28,0,"srednie","m10_100",38.9393096615465,"dolsl",0,0
3221,37,1,"srednie","m0_10",64.9887514442234,"dolsl",1,1
3222,30,0,"srednie","m_500",162.058680432127,"ma³op",0,0
3223,25,0,"srednie","m10_100",0,"³ódz",0,0
3224,33,0,"wyzsze","m100_500",0,"dolsl",0,1
3225,33,1,"srednie","m10_100",117.763780301362,"dolsl",0,0
3226,40,0,"wyzsze","m0_10",304.983104716062,"dolsl",1,0
3227,28,0,"srednie","m0_10",68.1209091369058,"zachpom",0,0
3228,23,0,"srednie","m0_10",213.322855204914,"zachpom",0,0
3229,34,0,"wyzsze","m10_100",38.2379869809322,"dolsl",0,1
3230,32,0,"srednie","m10_100",158.561555342276,"dolsl",0,0
3231,30,1,"wyzsze","m0_10",0,"sl¹s",0,1
3232,20,1,"srednie","m100_500",168.318167236958,"ma³op",0,0
3233,52,1,"srednie","m0_10",56.8647840072475,"dolsl",0,0
3234,21,0,"srednie","m0_10",64.7743427513436,"zachpom",0,0
3235,18,0,"srednie","m100_500",107.829967853471,"zachpom",0,0
3236,23,1,"srednie","m_500",117.738256409039,"dolsl",0,0
3237,22,1,"srednie","m_500",0,"dolsl",1,1
3238,44,1,"srednie","m0_10",0,"zachpom",0,0
3239,28,0,"podstawowe","m0_10",1.28187765995779,"opol",1,0
3240,18,0,"srednie","m10_100",49.4470704825285,"ma³op",1,1
3241,29,0,"srednie","m100_500",78.9808107756504,"dolsl",0,0
3242,25,0,"srednie","m_500",97.3617538703957,"zachpom",0,0
3243,34,0,"srednie","m10_100",38.5650065561483,"sl¹s",0,0
3244,29,0,"wyzsze","m100_500",93.14639358406,"dolsl",0,1
3245,39,0,"srednie","m0_10",61.1031734965473,"dolsl",0,0
3246,24,1,"wyzsze","m_500",115.450130242632,"zachpom",1,0
3247,33,0,"podstawowe","m0_10",90.2998837470992,"sl¹s",0,0
3248,22,0,"policealne","m_500",13.9308237384820,"kujpom",1,0
3249,37,0,"policealne","wies",19.4286716313039,"zachpom",0,0
3250,18,0,"srednie","m0_10",137.305076049891,"dolsl",0,0
3251,30,1,"wyzsze","m0_10",133.878176008022,"dolsl",1,1
3252,40,1,"podstawowe","wies",11.1084985502157,"dolsl",0,1
3253,28,0,"srednie","m100_500",139.267749811436,"zachpom",0,0
3254,19,0,"srednie","m100_500",54.1522917082129,"dolsl",0,0
3255,35,0,"wyzsze","m100_500",47.0349862139402,"dolsl",0,0
3256,23,0,"srednie","m100_500",160.506582294177,"dolsl",0,0
3257,20,0,"srednie","m0_10",151.737952426453,"dolsl",0,0
3258,30,0,"srednie","m_500",90.8512063239022,"dolsl",1,1
3259,19,0,"srednie","m_500",193.149418195024,"zachpom",1,1
3260,19,0,"srednie","m10_100",75.0084197629599,"dolsl",0,0
3261,24,1,"podstawowe","wies",53.8652962879676,"ma³op",0,0
3262,28,0,"srednie","m10_100",0,"mazow",0,0
3263,20,0,"srednie","m_500",67.8581280777875,"sl¹s",0,0
3264,53,0,"srednie","m0_10",159.137026726087,"dolsl",0,0
3265,25,1,"srednie","m0_10",58.0523345156229,"dolsl",0,0
3266,22,1,"podstawowe","m10_100",60.8338145298166,"dolsl",1,0
3267,34,0,"srednie","m10_100",0,"dolsl",0,0
3268,18,0,"srednie","m100_500",67.8785610384438,"dolsl",0,0
3269,18,0,"srednie","m10_100",0,"dolsl",0,0
3270,26,0,"srednie","m100_500",132.519076868412,"dolsl",0,0
3271,26,0,"podstawowe","wies",29.7201456267428,"zachpom",0,0
3272,36,0,"srednie","m_500",88.92285284607,"zachpom",0,0
3273,22,0,"srednie","m_500",76.1630455934983,"wielkop",0,0
3274,28,1,"wyzsze","m100_500",207.894672534714,"dolsl",0,1
3275,25,0,"srednie","m100_500",99.4528998490533,"dolsl",0,0
3276,26,0,"wyzsze","m_500",134.074397275220,"dolsl",0,1
3277,25,0,"policealne","m0_10",84.0585384450298,"wielkop",0,0
3278,19,0,"podstawowe","m0_10",0,"zachpom",0,0
3279,29,1,"srednie","m100_500",43.4186607732606,"dolsl",0,0
3280,29,0,"podstawowe","wies",258.382434946720,"zachpom",0,0
3281,28,0,"podstawowe","wies",110.34432439102,"ma³op",0,0
3282,30,0,"srednie","m0_10",102.003439675604,"dolsl",0,0
3283,33,0,"srednie","m10_100",87.4851608479672,"lubel",0,0
3284,30,0,"podstawowe","m0_10",119.471264930149,"dolsl",1,0
3285,42,1,"wyzsze","m100_500",81.1481743303745,"zachpom",1,0
3286,18,0,"srednie","m100_500",76.9347365421262,"mazow",0,0
3287,18,0,"srednie","m_500",166.035299256186,"kujpom",0,0
3288,18,0,"srednie","m_500",188.720836076143,"dolsl",0,0
3289,35,0,"srednie","m10_100",0,"zachpom",0,0
3290,34,0,"srednie","m_500",87.3267542804155,"dolsl",1,0
3291,31,0,"srednie","m10_100",203.188761447047,"³ódz",0,0
3292,19,1,"podstawowe","m0_10",30.8706159267005,"dolsl",0,0
3293,33,1,"podstawowe","wies",5.59836654867022,"dolsl",0,0
3294,23,0,"srednie","m10_100",164.067467138051,"dolsl",1,1
3295,39,1,"srednie","m100_500",115.876094487860,"opol",0,0
3296,19,0,"srednie","m_500",22.5229241116862,"zachpom",0,0
3297,23,1,"srednie","m_500",30.4052067421054,"zachpom",0,0
3298,25,0,"wyzsze","m_500",0,"dolsl",0,1
3299,20,0,"srednie","m_500",91.3791646843682,"dolsl",0,0
3300,23,0,"wyzsze","m_500",64.7895742392189,"wielkop",0,1
3301,22,0,"podstawowe","wies",25.2670479322965,"dolsl",0,0
3302,25,1,"srednie","m100_500",109.266751482428,"pomo",1,1
3303,20,0,"srednie","m0_10",185.198100222428,"zachpom",0,0
3304,24,0,"wyzsze","m_500",48.2244311447742,"dolsl",0,1
3305,19,0,"policealne","m10_100",16.5909147779632,"ma³op",0,0
3306,33,0,"wyzsze","m100_500",79.2647823862942,"dolsl",1,0
3307,33,0,"policealne","m0_10",55.9638099159926,"dolsl",0,0
3308,28,1,"srednie","m100_500",161.455585425916,"zachpom",0,0
3309,36,1,"srednie","m0_10",113.146694288551,"dolsl",0,0
3310,23,0,"srednie","m0_10",80.2168504386765,"dolsl",0,0
3311,26,0,"wyzsze","m100_500",43.4544696665622,"swiêt",1,0
3312,26,1,"policealne","m100_500",49.4995289673276,"mazow",0,0
3313,20,1,"srednie","m_500",34.4064461657145,"pomo",0,0
3314,25,0,"srednie","m_500",47.2089845136477,"dolsl",0,0
3315,19,1,"srednie","m100_500",92.1497999230812,"dolsl",0,0
3316,31,0,"podstawowe","m0_10",83.3329402041729,"dolsl",1,0
3317,23,0,"wyzsze","m_500",55.767864927412,"dolsl",0,1
3318,35,0,"wyzsze","m10_100",83.0836004908628,"dolsl",0,0
3319,20,1,"srednie","m_500",133.493032423284,"dolsl",0,0
3320,20,1,"srednie","m_500",43.7306424247657,"zachpom",0,0
3321,21,1,"policealne","m10_100",60.1900175815431,"dolsl",0,0
3322,25,1,"srednie","m0_10",40.3504728344006,"zachpom",1,1
3323,18,0,"srednie","m_500",235.55459753286,"dolsl",0,0
3324,30,1,"srednie","m_500",23.6383431657913,"lubel",0,0
3325,33,0,"srednie","m0_10",164.744134056721,"wielkop",0,0
3326,40,0,"podstawowe","wies",11.3609697490097,"podkar",0,0
3327,24,0,"srednie","m100_500",54.6999864713403,"mazow",1,1
3328,24,0,"srednie","m100_500",99.973712529189,"dolsl",0,0
3329,29,0,"podstawowe","wies",94.2215661786164,"dolsl",0,0
3330,21,0,"srednie","m_500",101.517099955339,"dolsl",0,0
3331,31,1,"wyzsze","m_500",113.417402346679,"dolsl",0,1
3332,31,0,"wyzsze","m10_100",32.7456838356352,"dolsl",1,0
3333,19,0,"srednie","m10_100",289.71170766772,"dolsl",0,0
3334,46,0,"srednie","wies",137.435387279844,"zachpom",0,0
3335,20,0,"srednie","m_500",77.9322281107248,"warmaz",0,0
3336,22,0,"srednie","m100_500",0,"dolsl",0,0
3337,19,0,"srednie","m100_500",53.7439312706296,"pomo",1,1
3338,35,0,"srednie","m10_100",0,"dolsl",0,0
3339,18,0,"srednie","m0_10",40.8100618728877,"dolsl",0,0
3340,24,0,"wyzsze","m10_100",156.775318754927,"zachpom",0,0
